Index;Route_Instance;Supernet;Subnet;ASN;Destination_Interface;Router
217;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.244/31;271;Adjacent Router;No;cr1.mgmt.vncv1
218;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.246/31;271;Adjacent Router;No;cr1.mgmt.vncv1
219;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.248/31;271;ae14.4081;No;cr1.mgmt.vncv1
220;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.249/32;271;ae14.4081;Yes;cr1.mgmt.vncv1
221;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.250/31;271;ae14.4084;No;cr1.mgmt.vncv1
222;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.30.251/32;271;ae14.4084;Yes;cr1.mgmt.vncv1
223;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.32.0/19;16462;Adjacent Router;No;cr1.mgmt.vncv1
224;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.32.0/19;16462;Adjacent Router;No;cr1.mgmt.vncv1
225;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.112.0/24;271;rlt0.30;No;cr1.mgmt.vncv1
226;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.128.0/18;16462;Adjacent Router;No;cr1.mgmt.vncv1
227;TRANSIT-VANTX1.inet.0;134.87.0.0/16;134.87.128.0/18;16462;Adjacent Router;No;cr1.mgmt.vncv1
228;inet.0;142.231.0.0/16;142.231.1.48/29;271;xe-1/2/1.901;No;cr1.mgmt.vncv1
229;inet.0;142.231.0.0/16;142.231.1.54/32;271;xe-1/2/1.901;Yes;cr1.mgmt.vncv1
